PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Durg,GEN,Chhattisgarh,Saroj Pandey,Bharatiya Janta Party,1620400,905900,55.9,9954,1.1,2009
East Delhi,GEN,Delhi,Sandeep Dikshit,Indian National Congress,1604795,857422,53.4,241053,28.1,2009
Eluru,GEN,Andhra Pradesh,Kavuri Sambasiva Rao,Indian National Congress,1275575,1084439,85,42783,3.9,2009
Ernakulam,GEN,Kerala,Prof. K V Thomas,Indian National Congress,1023053,745856,72.9,11790,1.6,2009
Erode,GEN,Tamil Nadu,Ganeshamurthi.A.,Marumalarchi Dravida Munnetra Kazhagam,1010079,768476,76.1,49336,6.4,2009
Etah,GEN,Uttar Pradesh,Kalyan Singh R O Madholi,Independent,1278295,568046,44.4,128268,22.6,2009
Etawah,SC,Uttar Pradesh,Premdas,Samajwadi Party,1416867,638202,45,46746,7.3,2009
Faizabad,GEN,Uttar Pradesh,Nirmal Khatri,Indian National Congress,1500160,749262,50,54228,7.2,2009
Faridabad,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1103046,624896,56.7,68201,10.9,2009
Faridkot,SC,Punjab,Paramjit Kaur Gulshan,Shiromani Akali Dal,1288090,930521,72.2,62042,6.7,2009
Farrukhabad,GEN,Uttar Pradesh,Salman Khursheed,Indian National Congress,1306214,611143,46.8,27199,4.5,2009
Fatehgarh Sahib,SC,Punjab,Sukhdev Singh,Indian National Congress,1207556,838150,69.4,34299,4.1,2009
Fatehpur,GEN,Uttar Pradesh,Rakesh Sachan,Samajwadi Party,1536621,694396,45.2,52228,7.5,2009
Fatehpur Sikri,GEN,Uttar Pradesh,Seema Upadhyay,Bahujan Samaj Party,1345742,695511,51.7,9936,1.4,2009
Ferozpur,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1342488,956952,71.3,21071,2.2,2009
Firozabad,GEN,Uttar Pradesh,Akhilesh Yadav,Samajwadi Party,1422243,684881,48.2,67301,9.8,2009
Gadchiroli-Chimur,ST,Maharashtra,Kowase Marotrao Sainuji,Indian National Congress,1285387,837822,65.2,28580,3.4,2009
Gandhinagar,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,1555709,791098,50.9,121747,15.4,2009
Ganganagar,SC,Rajasthan,Bharat Ram Meghwal,Indian National Congress,1491983,910531,61,140668,15.4,2009
Garhwal,GEN,Uttarakhand,Satpal Maharaj,Indian National Congress,1092282,539608,49.4,17397,3.2,2009
Gauhati,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,1723860,1109000,64.3,11855,1.1,2009
Gautam Buddh Nagar,GEN,Uttar Pradesh,Surendra Singh Nagar,Bahujan Samaj Party,1522397,738929,48.5,15904,2.2,2009
Gaya,SC,Bihar,Hari Manjhi,Bharatiya Janta Party,1329192,563429,42.4,62453,11.1,2009
Ghatal,GEN,West Bengal,Gurudas Das Gupta,Communist Party Of India,1354861,1170375,86.4,147184,12.6,2009
Ghaziabad,GEN,Uttar Pradesh,Rajnath Singh,Bharatiya Janta Party,1831688,830144,45.3,90681,10.9,2009
Ghazipur,GEN,Uttar Pradesh,Radhey Mohan Singh,Samajwadi Party,1527723,770622,50.4,69309,9,2009
Ghosi,GEN,Uttar Pradesh,Dara Singh Chauhan,Bahujan Samaj Party,1693231,765689,45.2,60945,8,2009
Giridih,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,1346527,619311,46,94738,15.3,2009
Godda,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1412253,797695,56.5,6407,0.8,2009
Gonda,GEN,Uttar Pradesh,Beni Prasad Verma,Indian National Congress,1341455,605257,45.1,23675,3.9,2009
Gopalganj,SC,Bihar,Purnmasi Ram,Janata Dal (United),1349072,504611,37.4,42472,8.4,2009
Gorakhpur,GEN,Uttar Pradesh,Adityanath,Bharatiya Janta Party,1696474,748613,44.1,220271,29.4,2009
Gulbarga,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,1543771,759481,49.2,13404,1.8,2009
Guna,GEN,Madhya Pradesh,Jyotiraditya Scindia,Indian National Congress,1202772,650328,54.1,249737,38.4,2009
Guntur,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1365177,1049921,76.9,39355,3.7,2009
Gurdaspur,GEN,Punjab,Partap Singh Bajwa,Indian National Congress,1318967,933323,70.8,8342,0.9,2009
Gurgaon,GEN,Haryana,Inderjit Singh,Indian National Congress,1244437,756205,60.8,84864,11.2,2009
Gwalior,GEN,Madhya Pradesh,Yashodhara Raje Scindia,Bharatiya Janta Party,1420728,584165,41.1,26591,4.6,2009
Hajipur,SC,Bihar,Ram Sundar Das,Janata Dal (United),1327075,555110,41.8,37954,6.8,2009
Hamirpur,GEN,Uttar Pradesh,Vijay Bahadur Singh,Bahujan Samaj Party,1498840,699687,46.7,25502,3.6,2009
Hamirpur,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1187377,699687,58.9,72732,10.4,2009
Hardoi,SC,Uttar Pradesh,Usha Verma,Samajwadi Party,1416949,575093,40.6,92935,16.2,2009
Hardwar,GEN,Uttarakhand,Harish Rawat,Indian National Congress,1294280,788217,60.9,127412,16.2,2009
Hassan,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),1417213,980318,69.2,291113,29.7,2009
Hathras,SC,Uttar Pradesh,Sarika Singh,Rashtriya Lok Dal,1437725,648539,45.1,36852,5.7,2009
Hatkanangle,GEN,Maharashtra,Shetti Raju Alias Devappa Anna,Swabhimani Paksha,1458560,978507,67.1,95060,9.7,2009
Haveri,GEN,Karnataka,Udasi Shivkumar Chanabasappa,Bharatiya Janta Party,1371763,872262,63.6,87920,10.1,2009
Hazaribagh,GEN,Jharkhand,Yashwant Sinha,Bharatiya Janta Party,1301651,690936,53.1,40164,5.8,2009
Hindupur,GEN,Andhra Pradesh,Kristappa Nimmala,Telugu Desam,1377610,1028974,74.7,22835,2.2,2009
Hingoli,GEN,Maharashtra,Subhash Bapurao Wankhede,Shiv Sena,1369774,817580,59.7,73634,9,2009
Hisar,GEN,Haryana,Bhajan Lal S/o Kheraj,Haryana Janhit Congress (BL),1194689,828704,69.4,6983,0.8,2009
Hooghly,GEN,West Bengal,Dr. Ratna De (Nag),All India Trinamool Congress,1405684,1163978,82.8,81523,7,2009
Hoshangabad,GEN,Madhya Pradesh,Uday Pratap Singh,Indian National Congress,1297404,712284,54.9,19245,2.7,2009
Hoshiarpur,SC,Punjab,Santosh Chowdhary,Indian National Congress,1299234,843123,64.9,366,0,2009
Howrah,GEN,West Bengal,Ambica Banerjee,All India Trinamool Congress,1344746,994315,73.9,37392,3.8,2009
Hyderabad,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1393242,730544,52.4,113865,15.6,2009
Idukki,GEN,Kerala,Adv. P.T Thomas,Indian National Congress,1062849,787236,74.1,74796,9.5,2009
Indore,GEN,Madhya Pradesh,Sumitra Mahajan (TAI),Bharatiya Janta Party,1570094,797171,50.8,11480,1.4,2009
Inner Manipur,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,826755,583323,70.6,30960,5.3,2009
Jabalpur,GEN,Madhya Pradesh,Rakesh Singh,Bharatiya Janta Party,1446345,633495,43.8,106003,16.7,2009
Jadavpur,GEN,West Bengal,Kabir Suman,All India Trinamool Congress,1331537,1085301,81.5,56267,5.2,2009
Jagatsinghpur,SC,Orissa,Bibhu Prasad Tarai,Communist Party Of India,1455406,982922,67.5,76735,7.8,2009
Jahanabad,GEN,Bihar,Jagdish Sharma,Janata Dal (United),1276912,599175,46.9,21327,3.6,2009
Jaipur,GEN,Rajasthan,Mahesh Joshi,Indian National Congress,1684541,812957,48.3,16099,2,2009
Jaipur Rural,GEN,Rajasthan,Lal Chand Kataria,Indian National Congress,1444949,687165,47.6,52237,7.6,2009
Jajpur,SC,Orissa,Mohan Jena,Biju Janata Dal,1227088,817649,66.6,127747,15.6,2009
Jalandhar,SC,Punjab,Mohinder Singh Kaypee,Indian National Congress,1339842,899607,67.1,36445,4.1,2009
Jalaun,SC,Uttar Pradesh,Ghansyam Anuragi,Samajwadi Party,1684988,797588,47.3,11409,1.4,2009
Jalgaon,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,1549391,656612,42.4,96020,14.6,2009
Jalna,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,1426255,797213,55.9,8482,1.1,2009
Jalore,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,1520957,577810,38,49805,8.6,2009
Jalpaiguri,SC,West Bengal,Mahendra Kumar Roy,Communist Party Of India (Marxist),1252142,1032242,82.4,88371,8.6,2009
Jammu,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,1719897,842899,49,121373,14.4,2009
Jamnagar,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,1298599,594603,45.8,26418,4.4,2009
Jamshedpur,GEN,Jharkhand,Arjun Munda,Bharatiya Janta Party,1380279,705570,51.1,119663,17,2009
Jamui,SC,Bihar,Bhudeo Choudhary,Janata Dal (United),1404016,535288,38.1,29797,5.6,2009
Jangipur,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,1087054,934813,86,128149,13.7,2009
Janjgir-Champa,SC,Chhattisgarh,Shrimati Kamla Devi Patle,Bharatiya Janta Party,1518450,737608,48.6,87211,11.8,2009
Jaunpur,GEN,Uttar Pradesh,Dhananjay Singh,Bahujan Samaj Party,1662127,763987,46,80351,10.5,2009
Jhalawar-Baran,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1447157,872015,60.3,52841,6.1,2009
Jhanjharpur,GEN,Bihar,Mangani Lal Mandal,Janata Dal (United),1418977,607835,42.8,72709,12,2009
Jhansi,GEN,Uttar Pradesh,Pradeep Kumar Jain (Aditya),Indian National Congress,1562082,861858,55.2,47670,5.5,2009
Jhargram,ST,West Bengal,Pulin Bihari Baske,Communist Party Of India (Marxist),1241574,958825,77.2,292345,30.5,2009
Jhunjhunu,GEN,Rajasthan,Sheesh Ram Ola,Indian National Congress,1432581,603278,42.1,65332,10.8,2009
Jodhpur,GEN,Rajasthan,Chandresh Kumari,Indian National Congress,1506821,684623,45.4,98329,14.4,2009
Jorhat,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1182349,765059,64.7,71914,9.4,2009
Joynagar,SC,West Bengal,Dr. Tarun Mondal,Independent,1143640,915801,80.1,53705,5.9,2009
Junagadh,GEN,Gujarat,Solanki Dinubhai Boghabhai,Bharatiya Janta Party,1313064,760085,57.9,13759,1.8,2009
Kachchh,SC,Gujarat,Jat Poonamben Veljibhai,Bharatiya Janta Party,1325614,564099,42.6,71343,12.6,2009
Kadapa,GEN,Andhra Pradesh,Y.S. Jagan Mohan Reddy,Indian National Congress,1347716,1031800,76.6,178846,17.3,2009
Kairana,GEN,Uttar Pradesh,Tabassum Begum,Bahujan Samaj Party,1282551,725359,56.6,22463,3.1,2009
Kaiserganj,GEN,Uttar Pradesh,Brijbhushan Sharan Singh,Samajwadi Party,1376267,565673,41.1,72199,12.8,2009
Kakinada,GEN,Andhra Pradesh,M.M.Pallamraju,Indian National Congress,1265094,967545,76.5,34044,3.5,2009
Kalahandi,GEN,Orissa,Bhakta Charan Das,Indian National Congress,1421959,980310,68.9,154037,15.7,2009
Kaliabor,GEN,Assam,Dip Gogoi,Indian National Congress,1348371,961183,71.3,151989,15.8,2009
Kallakurichi,GEN,Tamil Nadu,Sankar Adhi,Dravida Munetra Kazhagam,1106352,857618,77.5,357571,41.7,2009
Kalyan,GEN,Maharashtra,Anand Prakash Paranjape,Shiv Sena,1588507,544851,34.3,24202,4.4,2009
Kancheepuram,SC,Tamil Nadu,Viswanathan.P,Indian National Congress,1060188,787177,74.3,13103,1.7,2009
Kandhamal,GEN,Orissa,Rudramadhab Ray,Biju Janata Dal,1065279,708100,66.5,151007,21.3,2009
Kangra,GEN,Himachal Pradesh,Dr. Rajan Sushant,Bharatiya Janta Party,1200165,662248,55.2,20779,3.1,2009
Kanker,ST,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,1296734,742076,57.2,19288,2.6,2009
Kannauj,GEN,Uttar Pradesh,Akhilesh Yadav,Samajwadi Party,1504276,741965,49.3,115864,15.6,2009
Kanniyakumari,GEN,Tamil Nadu,Helen Davidson J,Dravida Munetra Kazhagam,1178047,766034,65,65687,8.6,2009
Kannur,GEN,Kerala,K. Sudhakaran,Indian National Congress,1069725,867040,81.1,43151,5,2009
Kanpur,GEN,Uttar Pradesh,Sri Prakash Jaiswal,Indian National Congress,1390055,512917,36.9,18906,3.7,2009
Kanthi,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,1249775,1124817,90,129103,11.5,2009
Karakat,GEN,Bihar,Mahabali Singh,Janata Dal (United),1386634,577454,41.6,20483,3.5,2009
Karauli-Dholpur,SC,Rajasthan,Khiladi Lal Bairwa,Indian National Congress,1303196,487218,37.4,29723,6.1,2009
Karimganj,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,1068811,685740,64.2,7920,1.2,2009
Karimnagar,GEN,Andhra Pradesh,Ponnam Prabhakar,Indian National Congress,1496211,991417,66.3,50243,5.1,2009
Karnal,GEN,Haryana,Arvind Kumar Sharma,Indian National Congress,1216977,811067,66.7,76346,9.4,2009
Karur,GEN,Tamil Nadu,Thambidurai.M,All India Anna Dravida Munnetra Kazhagam,1012924,825860,81.5,47254,5.7,2009
Kasaragod,GEN,Kerala,P Karunakaran,Communist Party Of India (Marxist),1113892,848205,76.2,64427,7.6,2009
Katihar,GEN,Bihar,Nikhil Kumar Choudhary,Bharatiya Janta Party,1272769,724942,57,14015,1.9,2009
Kaushambi,SC,Uttar Pradesh,Shailendra Kumar,Samajwadi Party,1391312,551342,39.6,55789,10.1,2009
Kendrapara,GEN,Orissa,Baijayant Panda,Biju Janata Dal,1434425,982950,68.5,127107,12.9,2009
Keonjhar,ST,Orissa,Yashbant Narayan Singh Laguri,Biju Janata Dal,1265225,892274,70.5,126484,14.2,2009
Khadoor Sahib,GEN,Punjab,Dr. Rattan Singh Ajnala,Shiromani Akali Dal,1340145,946690,70.6,32260,3.4,2009
Khagaria,GEN,Bihar,Dinesh Chandra Yadav,Janata Dal (United),1342970,624966,46.5,138755,22.2,2009
Khajuraho,GEN,Madhya Pradesh,Jeetendra Singh Bundela,Bharatiya Janta Party,1349511,583085,43.2,28332,4.9,2009
Khammam,GEN,Andhra Pradesh,Nama Nageswara Rao,Telugu Desam,1259815,1038421,82.4,124448,12,2009
Khandwa,GEN,Madhya Pradesh,Arun Subhashchandra Yadav,Indian National Congress,1355325,813214,60,49081,6,2009
Khargone,ST,Madhya Pradesh,Makansingh Solanki (Babuji),Bharatiya Janta Party,1263778,760779,60.2,34175,4.5,2009
Kheda,GEN,Gujarat,Dinsha Patel,Indian National Congress,1448571,602867,41.6,846,0.1,2009
Kheri,GEN,Uttar Pradesh,Zafar Ali Naqvi,Indian National Congress,1297088,707983,54.6,8777,1.2,2009
Khunti,ST,Jharkhand,Karia Munda,Bharatiya Janta Party,980868,510352,52,80175,15.7,2009
Kishanganj,GEN,Bihar,Mohammad Asrarul Haque,Indian National Congress,1186369,626914,52.8,80269,12.8,2009
Kodarma,GEN,Jharkhand,Babulal Marandi,Jharkhand Vikas Morcha (Prajatantrik),1390428,780555,56.1,48520,6.2,2009
Kokrajhar,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Bodaland Peoples Front,1377837,1015053,73.7,190322,18.7,2009
Kolar,SC,Karnataka,K.H.Muniyappa,Indian National Congress,1340923,928350,69.2,23006,2.5,2009
Kolhapur,GEN,Maharashtra,Sadashivrao Dadoba Mandlik,Independent,1583030,1029203,65,44800,4.4,2009
Kolkata Dakshin,GEN,West Bengal,Mamata Banerjee,All India Trinamool Congress,1505638,1008329,67,219571,21.8,2009
Kolkata Uttar,GEN,West Bengal,Sudip Bandyopadhyay,All India Trinamool Congress,1366647,878866,64.3,109278,12.4,2009
Kollam,GEN,Kerala,N.Peethambarakurup,Indian National Congress,1108686,754928,68.1,17531,2.3,2009
Koppal,GEN,Karnataka,Shivaramagouda Shivanagouda,Bharatiya Janta Party,1363431,754803,55.4,81789,10.8,2009
Koraput,ST,Orissa,Jayaram Pangi,Biju Janata Dal,1217768,759610,62.4,96360,12.7,2009
Korba,GEN,Chhattisgarh,Charan Das Mahant,Indian National Congress,1276443,745617,58.4,20737,2.8,2009
Kota,GEN,Rajasthan,Ijyaraj Singh,Indian National Congress,1498971,682181,45.5,83093,12.2,2009
Kottayam,GEN,Kerala,Jose K.Mani (Karingozheckal),Kerala Congress(M),1095242,809844,73.9,71570,8.8,2009
Kozhikode,GEN,Kerala,M.K. Raghavan,Indian National Congress,1053817,799996,75.9,838,0.1,2009
Krishnagiri,GEN,Tamil Nadu,Sugavanam. E.G.,Dravida Munetra Kazhagam,1014758,752583,74.2,76598,10.2,2009
Krishnanagar,GEN,West Bengal,Tapas Paul,All India Trinamool Congress,1223082,1047125,85.6,77386,7.4,2009
Kurnool,GEN,Andhra Pradesh,Kotla Jaya Surya Prakash Reddy,Indian National Congress,1307312,873551,66.8,73773,8.4,2009
Kurukshetra,GEN,Haryana,Naveen Jindal,Indian National Congress,1166684,875415,75,118729,13.6,2009
Kushi Nagar,GEN,Uttar Pradesh,Ku. Ratanjeet Pratap Narayan Singh,Indian National Congress,1438263,731041,50.8,21094,2.9,2009
Ladakh,GEN,Jammu & Kashmir,Hassan Khan,Independent,152491,111013,72.8,3684,3.3,2009
Lakhimpur,GEN,Assam,Ranee Narah,Indian National Congress,1332518,909812,68.3,44572,4.9,2009
Lakshadweep,ST,Lakshadweep,Hamdullah Sayeed,Indian National Congress,45983,39498,85.9,2198,5.6,2009
Lalganj,SC,Uttar Pradesh,Dr. Baliram,Bahujan Samaj Party,1509536,659042,43.7,39948,6.1,2009
Latur,SC,Maharashtra,Awale Jaywant Gangaram,Indian National Congress,1509987,829585,54.9,7975,1,2009
Lohardaga,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,981666,522402,53.2,8283,1.6,2009
Lucknow,GEN,Uttar Pradesh,Lal Ji Tandon,Bharatiya Janta Party,1653123,587772,35.6,40901,7,2009
Ludhiana,GEN,Punjab,Manish Tewari,Indian National Congress,1309308,846277,64.6,113706,13.4,2009
Machhlishahr,SC,Uttar Pradesh,Tufani Saroj,Samajwadi Party,1751074,717824,41,24306,3.4,2009
Machilipatnam,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,1251053,1052352,84.1,12456,1.2,2009
Madha,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Nationalist Congress Party,1558442,919449,59,314459,34.2,2009
Madhepura,GEN,Bihar,Sharad Yadav,Janata Dal (United),1508361,756468,50.2,177621,23.5,2009
Madhubani,GEN,Bihar,Hukmadeo Narayan Yadav,Bharatiya Janta Party,1397256,556572,39.8,9927,1.8,2009
Madurai,GEN,Tamil Nadu,Alagiri M.K,Dravida Munetra Kazhagam,1022421,792011,77.5,140985,17.8,2009
Mahabubabad,ST,Andhra Pradesh,P. Balram,Indian National Congress,1265396,996860,78.8,68957,6.9,2009
Maharajganj,GEN,Uttar Pradesh,Harsh Vardhan,Indian National Congress,1509167,599531,39.7,123628,20.6,2009
Maharajganj,GEN,Bihar,Uma Shanaker Singh,Rashtriya Janata Dal,1312219,599531,45.7,2797,0.5,2009
Mahasamund,GEN,Chhattisgarh,Chandulal Sahu (Chandu Bhaiya),Bharatiya Janta Party,1369154,776337,56.7,51475,6.6,2009
Mahbubnagar,GEN,Andhra Pradesh,K. Chandrasekhar Rao,Telangana Rashtra Samithi,1368868,927588,67.8,20184,2.2,2009
Mahesana,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,1393970,692685,49.7,21865,3.2,2009
Mainpuri,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1399259,696701,49.8,173069,24.8,2009
Malappuram,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,1019713,784713,77,115597,14.7,2009
Maldaha Dakshin,GEN,West Bengal,Abu Hasem Khan Choudhury,Indian National Congress,1052093,831309,79,136280,16.4,2009
Maldaha Uttar,GEN,West Bengal,Mausam Noor,Indian National Congress,1101096,922537,83.8,60141,6.5,2009
Malkajgiri,GEN,Andhra Pradesh,Sarvey Sathyanarayana,Indian National Congress,2343050,1205858,51.5,93326,7.7,2009
Mandi,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,1112524,713687,64.2,13997,2,2009
Mandla,ST,Madhya Pradesh,Basori Singh Masram,Indian National Congress,1528061,860093,56.3,65053,7.6,2009
Mandsour,GEN,Madhya Pradesh,Meenakshi Natrajan,Indian National Congress,1371067,765754,55.9,30819,4,2009
Mandya,GEN,Karnataka,N Cheluvaraya Swamy @ Swamygowda,Janata Dal (Secular),1499744,1031797,68.8,23500,2.3,2009
Mangaldoi,GEN,Assam,Ramen Deka,Bharatiya Janta Party,1416682,988448,69.8,55849,5.7,2009
Mathura,GEN,Uttar Pradesh,Jayant Chaudhary,Rashtriya Lok Dal,1341649,726769,54.2,169613,23.3,2009
Mathurapur,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1227376,1049016,85.5,129963,12.4,2009
Maval,GEN,Maharashtra,Babar Gajanan Dharmshi,Shiv Sena,1604886,718520,44.8,80619,11.2,2009
Mavelikkara,SC,Kerala,Kodikkunnil Suresh,Indian National Congress,1142993,806273,70.5,48048,6,2009
Mayiladuthurai,GEN,Tamil Nadu,Maniyan O.S.,All India Anna Dravida Munnetra Kazhagam,1091519,800627,73.4,36854,4.6,2009
Mayurbhanj,ST,Orissa,Laxman Tudu,Biju Janata Dal,1173650,825506,70.3,66178,8,2009
Medak,GEN,Andhra Pradesh,Vijaya Shanthi .M,Telangana Rashtra Samithi,1389721,1062584,76.5,6077,0.6,2009
Medinipur,GEN,West Bengal,Prabodh Panda,Communist Party Of India,1262983,1043731,82.6,48017,4.6,2009
Meerut,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1508788,727732,48.2,47146,6.5,2009
Mirzapur,GEN,Uttar Pradesh,Bal Kumar Patel,Samajwadi Party,1405539,732859,52.1,19682,2.7,2009
Misrikh,SC,Uttar Pradesh,Ashok Kumar Rawat,Bahujan Samaj Party,1464770,607911,41.5,23292,3.8,2009
Mizoram,ST,Mizoram,C.L.Ruala,Indian National Congress,629374,332553,52.8,108955,32.8,2009
Mohanlalganj,SC,Uttar Pradesh,Sushila Saroj,Samajwadi Party,1500237,694220,46.3,76595,11,2009
Moradabad,GEN,Uttar Pradesh,Mohammed Azharuddin,Indian National Congress,1388525,761683,54.9,49107,6.4,2009
Morena,GEN,Madhya Pradesh,Narendra Singh Tomar,Bharatiya Janta Party,1339897,710660,53,100997,14.2,2009
Mumbai North,GEN,Maharashtra,Sanjay Brijkishorlal Nirupam,Indian National Congress,1608924,685035,42.6,5779,0.8,2009
Mumbai North Central,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1681985,664652,39.5,174555,26.3,2009
Mumbai North East,GEN,Maharashtra,Sanjay Dina Patil,Nationalist Congress Party,1572890,667955,42.5,2933,0.4,2009
Mumbai North West,GEN,Maharashtra,Ad.Kamat Gurudas Vasant,Indian National Congress,1604992,707303,44.1,38387,5.4,2009
Mumbai South,GEN,Maharashtra,Deora Milind Murli,Indian National Congress,1589811,641597,40.4,112682,17.6,2009
Mumbai South Central,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1515899,598877,39.5,75706,12.6,2009
Munger,GEN,Bihar,Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),1564604,651035,41.6,189361,29.1,2009
Murshidabad,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1192899,1052242,88.2,35647,3.4,2009
Muzaffarnagar,GEN,Uttar Pradesh,Kadir Rana,Bahujan Samaj Party,1370117,744973,54.4,20598,2.8,2009
Muzaffarpur,GEN,Bihar,Captain Jai Narayan Prasad Nishad,Janata Dal (United),1339949,621870,46.4,47809,7.7,2009
Mysore,GEN,Karnataka,Adagur H Vishwanath,Indian National Congress,1653991,974410,58.9,7691,0.8,2009
Nabarangpur,ST,Orissa,Pradeep Kumar Majhi,Indian National Congress,1215653,792063,65.2,29977,3.8,2009
Nagaland,ST,Nagaland,C.M. Chang,Nagaland Peoples Front,1321878,1189670,90,483021,40.6,2009
Nagapattinam,SC,Tamil Nadu,Vijayan A K S,Dravida Munetra Kazhagam,982352,764572,77.8,47962,6.3,2009
Nagarkurnool,SC,Andhra Pradesh,Dr. Manda Jagannath,Indian National Congress,1460484,1027695,70.4,47767,4.6,2009
Nagaur,GEN,Rajasthan,Dr. Jyoti Mirdha,Indian National Congress,1486307,610003,41,155137,25.4,2009
Nagina,SC,Uttar Pradesh,Yashvir Singh,Samajwadi Party,1196566,643784,53.8,59688,9.3,2009
Nagpur,GEN,Maharashtra,Muttemwar Vilasrao Baburaoji,Indian National Congress,1738920,755714,43.5,24399,3.2,2009
Nainital-Udhamsingh Nagar,GEN,Uttarakhand,K.C. Singh Baba,Indian National Congress,1284092,753947,58.7,88412,11.7,2009
Nalanda,GEN,Bihar,Kaushalendra Kumar,Janata Dal (United),1719503,568233,33.1,152677,26.9,2009
Nalgonda,GEN,Andhra Pradesh,Gutha Sukender Reddy,Indian National Congress,1455016,1083684,74.5,152982,14.1,2009
Namakkal,GEN,Tamil Nadu,Gandhiselvan.S,Dravida Munetra Kazhagam,1075526,846216,78.7,102431,12.1,2009
Nanded,GEN,Maharashtra,Khatgaonkar Patil Bhaskarrao Bapurao,Indian National Congress,1439015,774850,53.9,74614,9.6,2009
